Humidity Level,Temperature,Time of Day,Luring Success,Time Spent Hunting,Prey Size,Ambush,Food Availability,Predator Presence,Is Competition,Hunting Success
0.41,22.99,Evening,True,0.97,1.76,False,Low,True,False,0
0.42,29.54,Morning,True,0.63,8.88,True,High,True,True,0
0.66,25.5,Afternoon,False,4.86,20.343089426614476,True,Low,False,True,1
0.62,28.52,Evening,True,3.78,3.42,True,High,True,True,1
0.41,20.11,Evening,True,4.17,2.99,True,High,False,False,1
0.72,29.46,Afternoon,False,1.42,3.45,True,Medium,True,True,0
0.56,28.1,Evening,False,1.9,7.64,True,Medium,False,True,1
0.43,34.44,Evening,False,2.53,2.41,False,Medium,True,False,0
0.36,32.88,Morning,False,3.4,3.44,False,Medium,False,False,0
0.31,20.66,Morning,False,3.03,1.35,False,Low,,,0
0.88,31.98,Evening,False,1.09,2.76,False,Low,True,False,0
0.57,21.59,Morning,True,3.88,7.89,True,Medium,False,True,1
0.88,30.89,Morning,True,3.03,3.15,True,Medium,True,False,0
0.43,24.6,Morning,True,4.89,8.99,True,Medium,True,False,1
0.7,31.02,Morning,False,2.07,16.88523608772929,True,High,True,True,1
0.34,28.16,Evening,False,3.71,6.9,True,,False,False,0
0.43,25.24,Morning,True,3.43,3.95,True,Medium,True,False,1
0.68,23.89,Afternoon,True,2.42,4.94,True,Low,False,True,1
0.64,28.19,Afternoon,True,0.79,5.95,True,,True,,1
0.56,29.66,Afternoon,False,1.79,6.27,False,,True,True,1
0.53,33.72,Afternoon,False,2.37,1.71,True,Low,False,False,1
0.67,20.83,Morning,True,2.35,8.68,False,Low,True,False,1
0.61,26.69,Afternoon,False,0.47,7.9,False,Low,False,True,1
0.81,30.39,Afternoon,True,3.96,8.51,False,,True,True,0
0.54,25.79,Afternoon,True,2.13,5.12,True,Low,False,False,1
0.57,34.29,Afternoon,False,2.04,3.51,False,Medium,True,True,1
0.83,28.85,Afternoon,True,0.55,4.91,False,Low,False,True,1
0.81,26.08,Morning,False,2.09,5.8,True,Low,False,True,1
0.78,24.79,Afternoon,True,1.02,8.61,False,Low,True,False,0
0.32,32.75,Afternoon,False,4.65,9.37,False,Medium,True,True,0
0.42,20.23,Afternoon,False,2.32,1.6387240939236445,False,,True,False,0
0.48,22.83,Evening,True,2.9,9.53,False,High,False,True,0
0.72,23.29,Afternoon,True,2.75,6.41,False,High,True,False,0
0.39,25.8,Afternoon,False,1.66,5.034206667765254,False,High,False,False,1
0.85,29.64,Morning,False,2.13,8.48,False,,True,True,0
0.31,32.85,Afternoon,True,2.04,8.143787373282825,False,Medium,True,False,0
0.6,32.95,Morning,False,3.510448366025181,9.31,False,Medium,False,False,1
0.39,20.64,Afternoon,False,3.95,1.0,True,High,False,False,1
0.87,26.85,Evening,False,1.4466942753990895,2.56,True,Medium,,True,0
0.56,28.66,Evening,True,0.74,4.69,True,Medium,False,False,1
0.67,26.07,Morning,False,3.59,6.115498901260879,False,,True,False,1
0.78,26.46,Morning,False,2.26,7.19,True,High,False,True,1
0.39,28.41,Afternoon,False,3.74,1.44,True,Medium,,True,0
0.88,21.25,Evening,True,1.61,9.53,False,Medium,False,False,0
0.65,27.89,Afternoon,True,3.79,4.21,True,Low,,,1
0.6,30.31,Afternoon,False,1.25,4.261117840666454,False,Medium,False,True,1
0.41,25.53,Evening,False,8.142372760373323,2.91,True,Low,True,True,0
0.79,26.83,Afternoon,True,3.4,4.77,True,High,False,False,1
0.41,22.95,Afternoon,True,3.78,9.52,True,Medium,True,True,1
0.89,25.43,Evening,True,0.6,2.04,True,Medium,,False,0
0.59,23.06,Morning,False,4.06,4.59,False,Medium,False,True,1
0.33,29.34,Morning,False,0.93,7.81,False,Low,True,True,0
0.45,28.68,Evening,True,2.92,7.29,True,Medium,True,,1
0.36,33.26,Afternoon,False,2.07,4.51,False,High,True,False,0
0.44,24.58,Evening,False,2.5,4.11,True,Low,True,True,0
0.42,33.73,Morning,True,2.31,9.15,False,Medium,False,False,0
0.32,34.43,Morning,False,0.48,1.09,True,High,True,,0
0.76,27.92,Evening,False,4.88,2.58,False,Medium,False,,0
0.47,28.32,Morning,True,3.98,2.88,False,Low,True,False,1
0.6,21.85,Evening,False,1.88,1.04,True,Low,True,True,1
0.69,29.45,Morning,True,4.725922299006399,1.34,True,Medium,True,False,1
0.49,27.67,Afternoon,False,0.7,1.18,True,High,,False,0
0.36,32.46,Evening,True,2.32,4.46,False,High,True,True,0
0.66,30.48,Evening,True,3.83,5.7,False,Low,False,True,1
0.76,33.63,Morning,True,2.88,7.72,False,Medium,True,True,0
0.63,20.25,Afternoon,True,2.87,8.56,True,High,False,True,1
0.79,30.8,Morning,False,2.5,2.68,True,High,False,True,0
0.65,29.91,Evening,True,3.5,4.9,True,Medium,False,True,1
0.85,22.58,Morning,False,4.87,2.43,True,,True,False,0
0.75,28.64,Afternoon,False,1.35,6.12,True,Low,True,True,0
0.69,34.92,Morning,False,4.43,4.73,False,High,False,True,1
0.49,24.26,Morning,False,0.81,6.32,True,Medium,True,True,0
0.7,29.25,Evening,True,3.01,6.76,True,Medium,True,False,1
0.36,22.62,Morning,True,3.24,8.29,True,,False,False,1
0.48,23.33,Evening,False,3.29,3.66,True,Low,False,False,0
0.57,29.26,Evening,False,1.1,9.43,True,Medium,,False,1
0.79,32.46,Evening,False,0.98,2.17,False,Low,True,True,0
0.84,28.73,Afternoon,True,1.61,2.71,False,Medium,True,False,1
0.84,23.33,Morning,False,0.52,8.4,True,High,False,False,1
0.45,20.82,Evening,False,3.77,7.5,False,Medium,False,True,0
0.37,24.11,Morning,False,0.68,6.48,False,Low,True,True,0
0.35,27.23,Morning,False,3.28,5.01,True,Medium,,False,0
0.69,34.48,Afternoon,True,0.6,1.22,False,High,True,False,1
0.85,24.02,Evening,False,4.38,2.52,False,Low,True,,0
0.76,28.47,Evening,False,1.29,7.66,False,Medium,True,True,0
0.4,30.46,Morning,True,1.9,9.98,False,High,True,,0
0.46,25.92,Afternoon,True,1.18,3.12,True,Low,True,,1
0.5,26.36,Evening,False,2.85,6.94,False,Low,,True,1
0.43,25.53,Evening,False,1.15,5.59,True,Medium,True,False,0
0.47,31.49,Morning,False,4.745046729480203,5.36,True,,False,False,1
0.51,28.93,Evening,False,2.75,9.85,True,Medium,False,False,1
0.86,25.79,Morning,True,3.65,6.018148841790843,False,High,,True,0
0.78,25.24,Afternoon,False,4.35,4.63,True,High,True,True,0
0.61,21.89,Afternoon,False,4.45,7.58,True,Low,False,True,1
0.77,22.28,Morning,True,3.49,8.39,False,Medium,True,True,0
0.35,25.96,Evening,True,1.36,8.99,False,Medium,False,False,0
0.31,22.78,Morning,True,1.97,1.49,False,,True,,0
0.35,28.29,Morning,True,0.71,1.72,True,Medium,False,False,1
0.31,26.12,Morning,True,2.35,5.26,True,Low,False,True,1
0.58,29.53,Afternoon,True,0.59,4.05,True,High,False,True,1
0.36,28.98,Afternoon,True,9.017280773662602,4.83,False,Medium,False,True,1
0.61,25.27,Morning,True,1.52,2.89,True,Low,True,False,1
0.57,22.4,Afternoon,False,1.3,5.98,False,High,False,True,1
0.47,33.96,Afternoon,True,2.25,6.9,True,,True,False,1
0.45,31.67,Afternoon,True,2.83,2.77,True,Medium,False,False,0
0.86,27.49,Afternoon,True,3.94,7.11,True,Medium,False,False,1
0.87,22.47,Morning,True,2.86,5.34,True,,True,False,1
0.57,26.1,Afternoon,False,1.4,8.83,True,,False,True,1
0.44,32.21,Afternoon,True,4.35,8.62,False,Medium,True,True,0
0.56,24.26,Morning,False,3.68,6.54,False,,True,True,1
0.79,25.12,Evening,False,1.58,2.83,False,Medium,False,True,0
0.5,23.11,Afternoon,True,4.46,2.42,False,Low,True,False,1
0.52,29.45,Afternoon,True,2.589878391044199,2.35,True,,False,False,1
0.83,24.43,Evening,True,2.16,9.4,True,High,False,False,1
0.6,29.71,Morning,False,3.14,8.09,True,High,False,True,1
0.56,22.7,Afternoon,True,2.34,9.23,True,Low,False,False,1
0.68,34.97,Afternoon,False,4.26,2.34,True,High,True,False,1
0.85,34.97,Afternoon,True,4.37,6.02,False,Medium,True,True,0
0.81,21.68,Morning,True,3.34,1.16,False,Medium,True,False,0
0.55,33.32,Evening,False,2.17,9.67,False,Low,True,False,1
0.57,32.54,Morning,False,3.87,4.44,False,,True,False,1
0.62,29.37,Afternoon,False,4.63,7.37,False,High,,,1
0.66,26.18,Afternoon,True,4.22,3.88,False,Low,False,False,1
0.65,33.73,Morning,False,4.22,2.32,False,High,True,False,1
0.52,23.17,Afternoon,True,3.74,9.76,False,Low,True,True,1
0.62,28.48,Morning,False,3.02,8.35,False,,True,True,1
0.6,26.04,Morning,True,1.47,5.15,False,High,False,False,1
0.35,30.85,Morning,True,1.6,8.48,True,Medium,True,True,0
0.83,22.33,Evening,True,4.69,2.81,False,Medium,,False,0
0.34,22.82,Morning,False,3.16,6.1,True,Low,False,True,1
0.36,31.31,Evening,False,0.92,6.8,True,Low,True,False,0
0.32,31.29,Afternoon,True,3.91,3.69,True,Medium,False,True,0
0.89,22.1,Afternoon,False,1.75,2.08,True,Medium,True,True,0
0.69,29.23,Evening,False,3.74,8.58,True,Low,True,True,1
0.64,30.64,Afternoon,False,4.84,6.48,False,Medium,False,True,1
0.6,22.68,Morning,True,0.67,1.78,False,Low,True,True,1
0.63,20.57,Evening,True,2.65,4.75,True,High,True,True,1
0.66,34.17,Morning,True,4.81,7.97,False,Medium,,False,1
0.4,25.14,Morning,True,0.6,9.15,True,,True,False,1
0.4,21.66,Afternoon,True,1.21,5.01,True,,False,False,0
0.52,33.64,Evening,False,0.49,2.44,True,High,True,False,1
0.61,21.99,Evening,False,2.68,9.02,True,Medium,True,False,1
0.32,21.32,Evening,False,4.51,9.08,False,High,True,,0
0.84,22.65,Morning,False,1.85,4.57,False,Medium,True,False,0
0.63,26.22,Afternoon,True,3.15,3.774034107202918,False,High,True,False,1
0.31,24.54,Evening,True,3.79,2.18,True,Low,False,,0
0.68,32.61,Afternoon,True,2.11,7.61,False,Medium,,,0
0.73,20.85,Afternoon,True,3.8,5.13,False,Low,True,True,0
0.49,20.46,Afternoon,True,4.15,1.96,True,Low,False,False,0
0.58,34.19,Evening,True,4.21,4.82,False,High,False,False,1
0.57,20.71,Evening,True,1.66,7.48,False,Medium,True,True,1
0.34,30.36,Afternoon,True,4.54,7.65,False,Low,True,,0
0.36,22.9,Evening,False,3.4,2.29,True,Medium,False,False,0
0.46,26.8,Evening,True,3.16,8.8,True,High,True,True,1
0.37,28.22,Morning,False,2.41,5.85,True,Medium,True,True,1
0.54,22.15,Evening,True,8.493170302986503,5.33,False,Low,True,False,1
0.47,24.85,Evening,True,0.7373431020273922,8.64,False,Low,True,False,0
0.82,22.82,Evening,True,4.78,7.51,True,Low,False,True,1
0.5,24.47,Evening,False,3.48,9.42,True,,True,True,1
0.59,33.36,Afternoon,False,4.88,4.04,False,,True,True,1
0.68,23.26,Evening,False,2.26,1.46,False,Medium,True,False,1
0.67,34.74,Evening,True,3.65,4.23,True,,True,False,0
0.54,25.38,Morning,False,3.15,1.09,False,Low,False,True,1
0.36,29.57,Morning,True,1.82,1.22,True,Medium,True,True,1
0.46,31.22,Evening,True,2.35,1.43,True,Medium,False,True,0
0.51,20.8,Morning,False,1.98,8.08,True,Medium,False,False,1
0.67,25.79,Evening,False,2.15,8.59,True,High,True,True,1
0.49,30.49,Evening,False,2.66,1.24,False,Low,True,False,0
0.53,28.27,Evening,True,2.96,3.48,True,High,False,False,0
0.54,31.61,Evening,True,6.47862200077923,6.75,False,High,False,True,1
0.31,21.23,Morning,False,4.31,7.91,False,Medium,True,True,0
0.5,24.5,Morning,False,1.68,5.37,True,High,False,True,1
0.38,30.03,Evening,True,1.44,5.91,False,Medium,False,False,0
0.74,21.79,Morning,True,3.37,2.7367369873638183,True,Medium,True,True,0
0.5,20.81,Afternoon,False,1.99,1.46,True,Low,True,True,1
0.67,23.09,Afternoon,False,0.75,1.13,True,High,True,True,1
0.59,23.82,Morning,False,2.57,2.31,False,Low,False,True,1
0.81,29.96,Evening,False,2.91,3.66,False,Medium,True,True,0
0.66,27.54,Evening,True,3.89,9.24521332647405,True,High,True,False,1
0.72,21.85,Afternoon,False,0.79,4.31,False,Medium,,False,0
0.33,33.41,Evening,False,4.62,6.82,False,High,False,False,1
0.53,26.23,Evening,True,2.2661557322680954,6.77,False,Low,,False,1
0.87,25.5,Morning,False,3.53,8.17,True,Medium,True,True,1
0.44,31.03,Evening,False,4.5,8.79,False,Medium,True,True,0
0.38,24.45,Evening,True,2.47,8.94,False,High,False,False,1
0.41,23.42,Evening,False,2.79,5.74,False,Low,False,True,0
0.38,30.2,Afternoon,False,1.13,3.5,False,High,False,True,0
0.34,26.1,Morning,False,1.62,1.36,False,High,False,False,1
0.52,30.17,Morning,False,3.74,4.65,False,,False,True,1
0.53,21.28,Morning,True,0.88,4.79,True,Low,,False,1
0.72,23.95,Afternoon,False,0.41,9.71,False,Low,False,True,0
0.42,21.93,Afternoon,True,4.67,2.62,False,Low,False,False,0
0.88,21.93,Morning,False,4.54,3.47,True,Medium,True,False,0
0.48,30.27,Evening,False,2.37,3.19,False,Low,True,False,0
0.57,22.47,Morning,False,0.91,5.49,False,Medium,,False,1
0.8,26.31,Morning,True,2.65,8.99,True,Low,False,True,1
0.41,27.62,Morning,True,3.41,5.74,True,,False,False,1
0.54,32.63,Morning,False,3.35,7.46,False,Low,True,True,1
0.81,21.69,Morning,True,0.9,7.42,False,High,,True,0
0.32,26.9,Evening,False,2.89,3.46,False,High,True,False,0
0.77,29.89,Evening,False,4.33,9.93,True,Low,False,False,1
0.46,31.13,Evening,True,2.24,3.37,False,,False,True,0
0.74,26.74,Evening,True,1.79,7.51,False,High,False,,1
0.7,24.07,Evening,False,2.54,5.88,True,Low,True,False,1
0.35,25.86,Afternoon,True,1.44,6.11,False,High,False,False,1
0.61,29.33,Evening,True,3.56,8.2,False,Medium,True,True,1
0.59,29.35,Morning,False,4.12,8.74,False,High,False,,1
0.35,32.15,Afternoon,True,1.69,3.21,False,Medium,False,False,0
0.46,29.87,Morning,False,0.55,4.03,True,High,True,,0
0.38,22.34,Afternoon,False,3.76,9.76,True,High,True,False,1
0.4,22.94,Evening,False,5.324061768383582,9.56,False,High,False,False,1
0.4,31.9,Afternoon,True,3.19,6.16,False,Medium,False,False,0
0.88,34.3,Afternoon,True,1.34,1.27,False,Low,True,True,0
0.34,21.69,Evening,True,0.97,1.98,False,Medium,,True,0
0.61,25.1,Morning,False,3.35,1.07,True,Medium,False,True,1
0.66,20.54,Morning,True,3.33,1.35,True,Medium,,False,1
0.39,30.98,Evening,False,4.31,3.58,False,Low,,True,0
0.84,33.59,Afternoon,False,4.03,2.67,True,Medium,,False,0
0.72,23.22,Evening,True,3.98,7.97,True,Medium,False,False,1
0.54,28.2,Afternoon,True,1.33,2.84,True,Medium,True,False,1
0.86,31.68,Evening,False,0.51,7.19,False,Medium,True,False,0
0.67,20.39,Morning,True,2.49,6.54,False,,True,,1
0.61,26.04,Evening,True,3.77,5.93,False,High,True,True,1
0.34,24.74,Evening,False,3.17,5.76,True,High,True,True,1
0.47,32.39,Evening,True,1.42,9.18,True,,True,True,0
0.65,28.91,Morning,False,4.76,4.98,True,High,True,False,1
0.53,21.82,Afternoon,True,1.57,1.62,False,Low,False,True,1
0.51,22.49,Evening,True,4.44,8.99,True,Low,False,True,0
0.66,31.04,Morning,True,3.95,8.79,True,High,False,False,1
0.33,20.57,Evening,True,3.0,4.17,True,Medium,False,True,0
0.4,32.44,Afternoon,False,1.81,8.98,True,Medium,True,False,0
0.57,32.72,Morning,False,3.28,6.87,False,Medium,True,True,1
0.43,25.74,Afternoon,False,1.54,9.43,True,High,True,True,0
0.46,32.7,Evening,True,1.57,7.51,False,,False,True,0
0.44,30.02,Morning,True,1.34,4.01,True,Low,True,False,0
0.4,30.26,Evening,False,2.72,4.69,True,Low,False,False,0
0.85,24.88,Morning,False,4.11,9.68,False,Low,True,,0
0.68,20.18,Afternoon,False,3.93,8.942291733651931,True,Low,False,False,1
0.38,30.14,Morning,True,2.18,7.45,True,High,True,False,1
0.8,32.1,Morning,False,1.45,2.06,False,High,False,True,0
0.83,32.02,Afternoon,False,1.46,4.98,True,High,False,True,0
0.84,26.4,Afternoon,False,2.34,9.29,False,High,True,False,0
0.44,28.53,Morning,False,1.07,3.93,False,,,False,0
0.68,30.49,Morning,False,1.81,1.51,False,High,True,,1
0.48,26.09,Afternoon,True,1.18,7.13,True,Medium,True,False,1
0.42,24.84,Afternoon,False,4.17,4.9,True,,False,False,0
0.58,25.59,Afternoon,True,1.81,2.54,False,Low,False,False,1
0.46,34.7,Morning,True,4.75,9.45,True,Medium,True,False,1
0.42,32.35,Evening,False,3.31,4.6,False,Medium,,False,0
0.55,29.83,Morning,False,3.32,8.16,False,Low,False,True,1
0.62,31.34,Evening,False,4.21,4.48,False,High,True,True,1
0.62,20.19,Morning,False,4.78,2.46,False,Low,False,True,1
0.79,33.73,Evening,False,0.64,5.68,False,High,True,,0
0.86,30.51,Afternoon,False,3.05,7.81,True,Low,True,False,0
0.74,32.72,Afternoon,False,1.33,8.91,False,Low,,True,0
0.45,21.69,Afternoon,True,1.03,1.56,True,Medium,True,False,0
0.56,26.75,Evening,True,2.03710111672016,4.41,True,Low,True,False,1
0.34,23.14,Evening,True,4.61,4.63,False,Low,False,True,0
0.77,27.96,Evening,False,1.26,4.51,False,Low,False,False,0
0.87,26.29,Evening,False,0.92,4.15,True,High,True,False,0
0.88,20.22,Morning,False,4.1,7.53,True,,False,True,1
0.88,23.47,Evening,True,1.25,6.49,False,High,True,False,0
0.87,25.7,Afternoon,False,2.25,9.46,True,,True,True,1
0.85,34.21,Afternoon,False,2.33,5.21,True,High,False,False,1
0.46,29.69,Afternoon,False,3.66,3.24,True,High,,False,1
0.78,25.8,Evening,True,0.59,6.78,True,Low,True,False,0
0.55,29.45,Evening,True,2.11,3.09,False,High,,False,1
0.52,22.39,Afternoon,False,4.314259960710541,6.27,False,High,,False,1
0.83,27.99,Evening,True,1.99,3.14,True,Low,True,True,0
0.79,21.44,Afternoon,False,2.59,3.55,True,High,False,False,1
0.64,33.76,Evening,False,1.4,2.59,True,Low,True,True,1
0.56,24.27,Evening,True,4.66,4.71,True,Medium,False,True,1
0.35,30.99,Afternoon,False,4.56,9.19,True,High,False,False,1
0.83,20.44,Evening,True,3.72,4.5,True,,False,False,1
0.67,27.08,Evening,True,2.96,7.6,True,High,True,True,1
0.9,27.75,Afternoon,True,4.58,2.67,False,High,False,,1
0.87,25.95,Afternoon,False,2.51,8.09,True,,True,False,1
0.72,27.51,Morning,False,4.17,5.140860485954133,True,High,True,,0
0.39,31.49,Afternoon,False,4.17,6.8,True,Medium,,False,1
0.59,22.0,Morning,False,2.97,7.43,False,High,False,True,1
0.89,28.09,Evening,False,3.93,2.52,False,Medium,False,True,0
0.82,20.67,Morning,True,3.31,4.0,True,Low,False,True,0
0.37,25.33,Evening,True,1.51,7.13,True,Low,False,True,0
0.36,33.81,Morning,False,3.87,2.76,False,Medium,True,True,0
0.71,20.66,Evening,True,0.79,7.61,False,High,True,False,0
0.79,32.38,Evening,False,3.11,2.04,True,High,False,False,0
0.65,27.5,Evening,True,3.48,5.4,False,High,True,False,1
0.52,23.6,Morning,False,2.12,3.68,True,,False,True,1
0.63,26.68,Morning,True,4.0,1.51,False,Medium,False,False,1
0.35,20.45,Evening,False,3.59,4.96,True,,False,False,1
0.77,23.32,Afternoon,True,2.65,8.89,True,Medium,False,True,1
0.66,21.45,Morning,True,2.12,6.31,False,High,False,False,1
0.81,26.02,Morning,True,1.63,2.25,True,Low,False,False,1
0.4,22.01,Evening,False,3.12,1.89,True,Medium,False,True,0
0.37,21.58,Evening,True,3.24,3.2334536806535836,True,High,False,,0
0.65,25.07,Morning,True,3.09,1.18,False,Low,False,,1
0.85,31.57,Afternoon,False,1.5,9.61,True,Low,False,True,0
0.59,20.45,Morning,True,1.18,8.61,False,Low,False,False,1
0.79,23.21,Evening,True,4.76,6.09,False,Medium,False,True,0
0.67,23.34,Afternoon,True,4.33,7.75,False,Low,False,True,1
0.39,29.19,Afternoon,True,3.64,3.79,False,High,True,True,1
0.56,33.33,Afternoon,True,1.64,1.88,False,High,False,False,1
0.48,33.98,Evening,True,0.47,7.67,False,Low,False,False,0
0.42,28.72,Morning,False,4.88,7.42,False,High,True,False,0
0.37,27.25,Evening,False,4.39,5.58,False,,True,True,0
0.68,34.18,Afternoon,False,0.46,3.32,True,High,False,True,1
0.62,31.87,Morning,True,4.62,8.27,False,High,True,False,1
0.45,27.02,Afternoon,True,2.19,2.49,True,Medium,True,False,1
0.57,26.41,Afternoon,False,3.96,8.83,False,High,False,False,1
0.62,32.19,Afternoon,True,1.43,5.43,False,Low,False,False,1
0.89,29.07,Afternoon,True,3.55,3.32,True,Medium,True,True,1
0.87,24.24,Evening,True,0.8,9.06,False,High,True,,0
0.84,34.45,Afternoon,True,1.814095786173302,5.22,True,Medium,False,False,0
0.47,26.64,Afternoon,False,2.2,7.634948725126863,False,Medium,True,,0
0.38,22.67,Evening,True,1.09,3.57,False,Medium,True,True,0
0.54,23.56,Afternoon,True,4.52,9.07,False,Medium,True,True,1
0.81,27.66,Morning,False,1.22,8.43,False,Medium,True,False,0
0.82,34.53,Evening,True,1.6,1.41,False,Medium,False,True,0
0.36,25.49,Afternoon,False,0.89,7.6,False,Low,False,False,0
0.61,25.33,Afternoon,False,4.46,4.05,True,Medium,True,False,1
0.47,34.52,Afternoon,True,2.94,6.36,True,Medium,True,True,1
0.85,29.94,Evening,False,4.2,7.06,False,High,False,False,1
0.54,32.84,Afternoon,True,1.05,4.5,False,Low,True,True,1
0.52,20.76,Morning,True,4.83,2.6,True,High,True,,1
0.69,21.76,Afternoon,True,1.61,1.29,False,Low,True,,1
0.82,30.32,Evening,True,0.42,9.19,False,,True,False,0
0.32,31.64,Evening,False,0.42,8.3,True,,True,False,0
0.75,33.46,Evening,False,2.66,9.8,False,Medium,True,True,0
0.55,22.77,Afternoon,False,3.81,1.35,True,High,False,False,1
0.41,27.53,Evening,False,1.55,4.28,False,,False,True,0
0.7,28.39,Evening,False,2.74,9.2,True,,False,False,1
0.38,27.86,Afternoon,False,1.42,8.54,False,,False,False,0
0.88,26.68,Morning,True,4.57,2.4,False,Low,False,True,1
0.72,21.51,Afternoon,False,2.89,13.46422823234129,False,,False,False,0
0.45,27.78,Afternoon,False,3.14,4.42,False,Medium,False,,0
0.37,23.34,Morning,True,2.69,5.55,True,Medium,True,False,1
0.79,24.6,Evening,False,4.49,1.1,True,Low,True,False,0
0.85,24.56,Morning,False,0.97,1.05,True,,True,True,0
0.89,29.71,Afternoon,False,4.69,4.83,True,Low,False,True,0
0.36,24.38,Morning,True,2.51,5.19,False,Medium,True,,0
0.49,25.62,Afternoon,True,0.56,9.56,True,High,False,False,1
0.7,27.07,Morning,True,1.26,1.79,True,Low,True,False,1
0.56,28.99,Morning,False,4.51,1.84,True,High,False,True,1
0.75,31.06,Afternoon,False,0.98,3.99,True,Low,True,True,0
0.83,32.11,Evening,True,3.68,9.65,True,,False,True,1
0.62,30.92,Afternoon,False,0.84,1.63,False,Medium,False,True,1
0.85,27.25,Afternoon,False,3.35,2.64,True,Low,True,False,0
0.65,26.07,Evening,False,4.77,3.42,True,Medium,False,False,1
0.43,26.73,Evening,False,4.4,15.96928857699009,True,High,False,True,1
0.54,28.15,Afternoon,True,3.23,5.12,True,Medium,,False,1
0.56,33.4,Afternoon,False,3.49,4.76,False,High,False,True,1
0.55,23.45,Morning,False,4.64,5.53,False,Low,False,True,1
0.52,20.44,Afternoon,True,0.64,3.37,False,,False,False,1
0.6,31.63,Morning,False,4.85,8.87,True,Low,False,,0
0.72,29.17,Afternoon,False,2.0,4.63,True,Low,False,False,0
0.37,28.29,Evening,True,2.15,1.03,False,,True,False,0
0.71,27.69,Morning,True,1.57,5.61,False,Low,False,True,1
0.41,32.86,Morning,True,4.53,8.95,False,Low,True,True,0
0.73,31.4,Morning,False,1.87,2.05,True,Low,False,False,0
0.64,21.58,Morning,True,1.92,7.45,True,Medium,,True,1
0.58,20.37,Afternoon,False,4.04,9.82,True,Low,True,True,1
0.58,31.18,Evening,False,2.63,5.49,False,Low,True,,1
0.77,23.13,Evening,False,1.42,17.347692293073166,False,,False,True,0
0.31,22.73,Afternoon,False,3.23,5.17,True,High,True,,1
0.48,28.71,Evening,False,2.24,5.774911977667713,True,Medium,True,False,0
0.56,25.23,Evening,True,4.01,9.35,True,Low,,,1
0.85,33.78,Afternoon,True,1.52,1.61,True,Low,,False,0
0.55,32.19,Evening,True,0.47,7.18,False,Medium,True,,1
0.86,33.87,Afternoon,False,3.86,5.4,False,High,True,True,0
0.82,28.99,Evening,False,1.58,3.56,True,,False,False,0
0.49,32.57,Evening,True,1.95,1.69,False,Medium,False,True,0
0.74,31.39,Evening,True,1.94,4.58,True,Low,,False,0
0.61,28.67,Afternoon,True,0.58,4.34,True,Low,False,False,1
0.36,28.37,Evening,False,4.23,3.96,True,High,False,False,1
0.68,25.48,Morning,False,1.61,9.77,True,Low,True,False,1
0.67,33.72,Afternoon,True,2.23,8.63,True,Low,False,True,1
0.54,21.07,Morning,True,3.59,1.89,False,Medium,False,False,1
0.8,29.65,Morning,True,0.45,6.35,False,Medium,False,,1
0.74,32.98,Afternoon,False,4.64,2.36,False,Low,True,True,0
0.75,26.31,Evening,False,2.66,7.24,False,Low,True,False,0
0.88,23.75,Afternoon,True,2.91,7.17,True,High,False,False,1
0.39,26.31,Evening,True,0.65,2.61,False,Low,True,True,0
0.35,34.12,Morning,True,2.86,1.64,True,Medium,False,True,0
0.41,20.03,Afternoon,True,4.42,1.75,False,High,True,False,0
0.76,25.72,Afternoon,True,1.1,4.15,True,Medium,True,False,1
0.76,30.46,Morning,True,4.65,4.88,True,Low,False,False,0
0.61,27.98,Afternoon,True,2.86,6.55,True,Medium,True,False,1
0.5,23.79,Evening,True,3.7,5.09,True,,False,False,1
0.68,29.72,Afternoon,True,0.63,3.22,False,Medium,True,False,1
0.68,20.52,Morning,False,1.73,3.73,False,,False,False,1
0.46,23.49,Morning,False,1.1,3.88,False,High,False,False,1
0.68,33.35,Morning,True,0.98,4.22,False,High,True,True,1
0.32,23.29,Evening,True,0.6,9.63,False,High,False,False,1
0.53,23.95,Morning,False,1.55,1.14,False,Medium,True,False,1
0.51,29.33,Afternoon,False,4.39,3.78,True,,True,True,1
0.38,30.64,Morning,True,4.85,9.17,True,High,False,False,0
0.62,26.79,Afternoon,True,3.57,2.2014302734829045,False,High,True,True,1
0.58,23.33,Morning,True,3.29,3.9,False,High,True,True,1
0.77,27.43,Evening,False,4.32,9.65,True,High,False,,0
0.71,32.52,Afternoon,False,3.88,9.3,True,Medium,True,True,1
0.77,30.95,Afternoon,True,1.83,3.7,False,Medium,True,False,0
0.58,31.51,Afternoon,False,2.82,1.8,False,Low,True,True,1
0.52,24.49,Afternoon,True,1.12,9.0,False,,True,True,1
0.81,29.11,Morning,True,4.53,3.07,True,Low,False,False,1
0.83,26.56,Evening,False,0.8,6.0,False,Low,True,False,0
0.67,30.46,Afternoon,True,4.46,5.06,False,High,True,True,1
0.46,33.97,Evening,True,4.08,7.42,False,High,True,False,0
0.86,33.09,Morning,True,1.38,7.84,True,Medium,False,False,0
0.37,28.55,Afternoon,True,4.48,4.76,False,Low,False,True,1
0.86,21.56,Evening,False,2.89,7.78,False,Low,False,False,0
0.72,26.9,Evening,False,0.41,4.47,True,Low,True,False,0
0.84,28.83,Afternoon,False,3.16,8.82,False,Medium,True,False,0
0.46,32.3,Afternoon,True,2.0,8.61,False,Medium,True,False,0
